CPMG train data
Estimated phase correction: -2.069873 rad
time in s	real part	imag part	abs value
2.107803	-0.000265	-0.000638	0.000691
2.107853	0.000037	-0.000359	0.000361
2.107903	-0.000551	0.000038	0.000552
2.107953	-0.000643	-0.000370	0.000742
2.108003	0.000289	-0.000340	0.000446
2.108053	-0.000357	-0.000373	0.000517
2.108103	-0.000766	-0.000381	0.000855
2.108153	0.000204	-0.000342	0.000398
2.108203	-0.000203	-0.000333	0.000390
2.108253	0.000020	-0.000591	0.000591
2.108303	-0.000215	-0.000034	0.000218
2.108353	-0.000009	-0.000143	0.000144
2.108403	-0.000713	-0.000047	0.000715
2.108453	-0.000329	-0.000615	0.000697
2.108503	0.000199	-0.000510	0.000547
2.108553	-0.000481	0.000019	0.000482
2.108603	-0.000150	-0.000057	0.000160
2.108653	0.000122	-0.000384	0.000403
2.108703	0.000076	-0.000438	0.000445
2.108753	-0.000040	-0.000282	0.000285
2.108803	-0.000006	-0.000668	0.000668
2.108853	-0.000307	0.000063	0.000314
2.108903	-0.000063	-0.000357	0.000362
2.108953	-0.000287	-0.000646	0.000707
2.109003	-0.000337	-0.000310	0.000458
2.109053	0.000150	-0.000512	0.000534
2.109103	-0.000132	-0.000279	0.000308
2.109153	0.000263	-0.000564	0.000623
2.109203	0.000026	-0.001002	0.001003
2.109253	-0.000702	0.000032	0.000703
2.109303	0.000083	0.000258	0.000271
2.109353	-0.000085	-0.000221	0.000237
2.109403	0.000058	-0.000265	0.000271
2.109453	-0.000252	-0.000509	0.000568
2.109503	-0.000280	-0.000195	0.000341
2.109553	0.000011	-0.000937	0.000937
2.109603	-0.000418	-0.000014	0.000418
2.109653	0.000013	-0.000241	0.000241
2.109703	-0.000207	0.000050	0.000213
2.109753	-0.000087	-0.000499	0.000506
2.109803	-0.000332	-0.000549	0.000642
2.109853	-0.000457	-0.000777	0.000902
2.109903	0.000138	-0.000352	0.000378
2.109953	-0.000454	-0.000305	0.000547
2.110003	-0.000168	-0.000372	0.000408
2.110053	-0.000297	-0.000405	0.000502
2.110103	-0.000272	-0.000219	0.000349
2.110153	-0.000403	-0.000258	0.000478
2.110203	0.000248	-0.000737	0.000777
2.110253	-0.000170	-0.001080	0.001093
2.110303	-0.000005	-0.000560	0.000561
2.110353	-0.000093	-0.000058	0.000109
2.110403	-0.000228	-0.000127	0.000261
2.110453	0.000182	-0.000492	0.000525
2.110503	-0.000511	-0.000455	0.000684
2.110553	-0.000072	-0.000372	0.000378
2.110603	0.000046	-0.000273	0.000277
2.110653	-0.000395	-0.000281	0.000484
2.110703	-0.000198	-0.000006	0.000198
2.110753	-0.000446	-0.000396	0.000596
2.110803	-0.000257	-0.000368	0.000449
2.110853	0.000316	-0.000041	0.000319
2.110903	0.000084	-0.000225	0.000241
2.110953	-0.000449	-0.000593	0.000744
2.111003	-0.000136	-0.000222	0.000260
2.111053	-0.000280	-0.000052	0.000284
2.111103	0.000028	-0.000119	0.000123
2.111153	0.000481	-0.000765	0.000904
2.111203	-0.000204	-0.000421	0.000467
2.111253	-0.000190	-0.000012	0.000190
2.111303	-0.000420	-0.000561	0.000701
2.111353	-0.000214	-0.000734	0.000765
2.111403	-0.000358	-0.000181	0.000402
2.111453	-0.000271	-0.000189	0.000330
2.111503	-0.000036	-0.000378	0.000380
2.111553	-0.000598	-0.001027	0.001188
2.111603	-0.000217	-0.000367	0.000427
2.111653	-0.000269	-0.000062	0.000276
2.111703	-0.000143	-0.000149	0.000207
2.111753	0.000351	-0.000034	0.000352
2.111803	-0.000344	-0.000313	0.000465
2.111853	-0.000249	-0.000288	0.000381
2.111903	-0.000125	-0.000365	0.000386
2.111953	-0.000373	-0.000420	0.000562
2.112003	-0.000541	0.000028	0.000541
2.112053	-0.000311	-0.000489	0.000579
2.112103	-0.000544	-0.000292	0.000617
2.112153	0.000152	-0.000234	0.000279
2.112203	-0.000117	-0.000675	0.000685
2.112253	-0.000232	-0.000626	0.000667
2.112303	-0.000280	-0.000751	0.000802
2.112353	-0.000616	-0.000042	0.000618
2.112403	-0.000181	-0.000081	0.000198
2.112453	-0.000424	-0.000197	0.000468
2.112503	-0.000466	-0.000373	0.000597
2.112553	-0.000399	-0.000227	0.000459
2.112603	-0.000655	-0.000198	0.000684
2.112653	-0.000296	-0.000714	0.000773
2.112703	-0.000710	-0.000344	0.000789
2.112753	-0.000634	-0.000283	0.000695
2.112803	-0.000553	0.000003	0.000553
2.112853	-0.000244	-0.000359	0.000434
2.112903	0.000226	-0.000494	0.000543
2.112953	-0.000418	0.000111	0.000433
2.113003	-0.000579	0.000085	0.000585
2.113053	-0.000029	-0.000102	0.000106
2.113103	0.000046	-0.000493	0.000496
2.113153	-0.000288	-0.000123	0.000313
2.113203	0.000198	-0.000078	0.000213
2.113253	-0.000122	-0.000016	0.000123
2.113303	0.000136	-0.000169	0.000217
2.113353	-0.000343	-0.000114	0.000362
2.113403	-0.000585	-0.000182	0.000612
2.113453	-0.000141	-0.000404	0.000428
2.113503	-0.000120	-0.000042	0.000127
2.113553	0.000004	-0.000685	0.000685
2.113603	-0.000441	-0.000663	0.000797
2.113653	-0.000214	-0.000261	0.000337
2.113703	0.000670	-0.000399	0.000780
2.113753	-0.000579	-0.000606	0.000838
2.113803	-0.000257	-0.000211	0.000333
2.113853	0.000085	0.000171	0.000191
2.113903	-0.000290	-0.000328	0.000438
2.113953	-0.000095	-0.000572	0.000579
2.114003	-0.000076	-0.000769	0.000773
2.114053	-0.000402	-0.000391	0.000561
2.114103	0.000250	-0.000342	0.000424
2.114153	-0.000259	-0.000547	0.000605
2.114203	-0.000485	-0.000511	0.000705
2.114253	0.000210	-0.000500	0.000542
2.114303	-0.000279	-0.000604	0.000665
2.114353	0.000095	-0.000022	0.000098
2.114403	-0.000372	-0.000522	0.000641
2.114453	-0.000805	-0.000734	0.001089
2.114503	0.000093	-0.000590	0.000597
2.114553	-0.000646	-0.000239	0.000688
2.114603	0.000233	-0.000149	0.000277
2.114653	0.000050	-0.000807	0.000808
2.114703	-0.000173	-0.000535	0.000562
2.114753	0.000352	0.000060	0.000357
2.114803	-0.000201	-0.000109	0.000229
2.114853	-0.000303	-0.000908	0.000958
2.114903	0.000082	-0.000631	0.000636
2.114953	0.000073	-0.000394	0.000401
2.115003	-0.000033	-0.000887	0.000887
2.115053	-0.000515	-0.000402	0.000653
2.115103	0.000002	-0.000377	0.000377
2.115153	-0.000496	-0.000159	0.000520
2.115203	-0.000327	-0.000051	0.000330
2.115253	0.000535	-0.000720	0.000897
2.115303	-0.000206	-0.000563	0.000600
2.115353	-0.000442	-0.000249	0.000507
2.115403	-0.000033	-0.001035	0.001035
2.115453	-0.000266	-0.000641	0.000694
2.115503	0.000240	-0.000472	0.000529
2.115553	0.000291	-0.000486	0.000566
2.115603	-0.000050	-0.000412	0.000415
2.115653	-0.000081	-0.000189	0.000205
2.115703	0.000099	-0.000137	0.000169
2.115753	0.000001	-0.000525	0.000525
2.115803	-0.000359	-0.000213	0.000417
2.115853	0.000016	0.000160	0.000161
2.115903	-0.000103	-0.000356	0.000371
2.115953	-0.000129	-0.000567	0.000582
2.116003	0.000178	-0.000888	0.000906
2.116053	0.000067	0.000116	0.000134
2.116103	-0.000486	0.000052	0.000489
2.116153	-0.000304	-0.000328	0.000447
2.116203	0.000040	-0.000819	0.000820
2.116253	-0.000287	-0.000161	0.000329
2.116303	0.000235	-0.000406	0.000469
2.116353	-0.000457	-0.000421	0.000621
2.116403	-0.000682	-0.000333	0.000759
2.116453	0.000172	-0.000196	0.000261
2.116503	-0.000124	-0.000304	0.000328
2.116553	-0.000142	-0.001179	0.001188
2.116603	-0.000491	-0.000118	0.000505
2.116653	-0.000304	-0.000832	0.000886
2.116703	0.000487	-0.000097	0.000496
2.116753	0.000157	-0.000547	0.000569
2.116803	-0.000090	-0.000471	0.000480
2.116853	-0.000390	-0.000805	0.000894
2.116903	-0.000077	-0.000854	0.000858
2.116953	0.000114	-0.000199	0.000230
2.117003	-0.000177	-0.000603	0.000629
2.117053	-0.000443	-0.000419	0.000610
2.117103	0.000105	-0.000453	0.000465
2.117153	-0.000609	-0.000384	0.000720
2.117203	-0.000068	0.000343	0.000350
2.117253	-0.000622	-0.000112	0.000632
2.117303	-0.000577	-0.000369	0.000685
2.117353	-0.000522	0.000125	0.000536
2.117403	-0.000549	-0.000206	0.000586
2.117453	0.000024	-0.000252	0.000253
2.117503	-0.000004	-0.000444	0.000444
2.117553	-0.000133	-0.000389	0.000411
2.117603	0.000312	-0.000144	0.000344
2.117653	-0.000487	-0.000849	0.000979
2.117703	-0.000269	-0.000418	0.000497
2.117753	-0.000498	-0.000346	0.000606
2.117803	0.000016	-0.000015	0.000022
2.117853	-0.000958	-0.000253	0.000991
2.117903	-0.000168	0.000014	0.000168
2.117953	-0.000094	-0.000344	0.000356
2.118003	-0.000154	-0.000402	0.000431
2.118053	-0.000006	0.000040	0.000041
2.118103	-0.000009	-0.000319	0.000320
2.118153	0.000099	-0.000656	0.000663
2.118203	-0.000309	-0.000719	0.000782
2.118253	-0.000621	-0.000354	0.000715
2.118303	-0.000557	-0.000552	0.000784
2.118353	-0.000066	0.000219	0.000229
2.118403	-0.000111	-0.000665	0.000674
2.118453	-0.000196	-0.000393	0.000439
2.118503	0.000249	-0.000471	0.000532
2.118553	-0.000096	-0.000292	0.000307
2.118603	-0.000179	-0.000000	0.000179
2.118653	-0.000131	-0.000084	0.000155
2.118703	-0.000873	-0.000602	0.001061
2.118753	-0.000118	-0.000730	0.000739
2.118803	-0.000730	-0.000488	0.000878
2.118853	-0.000701	-0.000456	0.000836
2.118903	0.000077	-0.000521	0.000527
2.118953	-0.000376	-0.000025	0.000377
2.119003	-0.000300	-0.000193	0.000357
2.119053	-0.000248	-0.000890	0.000924
2.119103	-0.000102	-0.000034	0.000108
2.119153	-0.000136	-0.000211	0.000251
2.119203	-0.000352	-0.000145	0.000380
2.119253	-0.000305	-0.000238	0.000387
2.119303	-0.000408	-0.000392	0.000566
2.119353	-0.000385	-0.000291	0.000483
2.119403	0.000068	-0.000033	0.000076
2.119453	0.000232	-0.000274	0.000359
2.119503	-0.000137	-0.000820	0.000832
2.119553	-0.000483	-0.000381	0.000615
2.119603	-0.000613	-0.000154	0.000632
2.119653	-0.000298	-0.000682	0.000745
2.119703	-0.000214	-0.000226	0.000312
2.119753	-0.000173	-0.000417	0.000451
2.119803	0.000358	-0.000573	0.000676
2.119853	-0.000374	-0.000707	0.000800
2.119903	-0.000407	-0.000217	0.000461
2.119953	-0.000059	-0.000533	0.000537
2.120003	0.000145	-0.000692	0.000707
2.120053	-0.000039	-0.000464	0.000466
2.120103	-0.000290	-0.000500	0.000578
2.120153	-0.000033	0.000113	0.000118
2.120203	-0.000068	-0.000227	0.000237
2.120253	-0.000098	-0.000480	0.000490
2.120303	0.000116	-0.000370	0.000388
2.120353	-0.000256	-0.000303	0.000397
2.120403	-0.000276	-0.000021	0.000277
2.120453	-0.000302	-0.000510	0.000593
2.120503	-0.000013	-0.000286	0.000287
2.120553	-0.000460	-0.000541	0.000710
2.120603	-0.000135	-0.000174	0.000220
2.120653	-0.000272	-0.000018	0.000273
2.120703	0.000122	-0.000553	0.000566
2.120753	-0.000290	-0.000626	0.000690
2.120803	-0.000382	0.000073	0.000389
2.120853	0.000141	-0.000117	0.000184
2.120903	-0.000649	-0.000264	0.000701
2.120953	-0.000328	-0.000725	0.000796
2.121003	-0.000537	-0.000212	0.000577
2.121053	-0.000441	-0.000185	0.000478
2.121103	-0.000127	-0.000882	0.000891
2.121153	0.000056	-0.000715	0.000717
2.121203	0.000136	-0.000295	0.000325
2.121253	-0.000513	-0.000200	0.000551
2.121303	0.000072	-0.000156	0.000172
2.121353	-0.000039	-0.000560	0.000561
2.121403	-0.000460	-0.000695	0.000834
2.121453	-0.000522	-0.000588	0.000787
2.121503	-0.000218	-0.000539	0.000581
2.121553	0.000224	-0.000135	0.000261
2.121603	-0.000443	-0.000627	0.000768
2.121653	-0.000354	-0.000420	0.000549
2.121703	-0.000164	-0.000824	0.000840
2.121753	-0.000155	-0.000386	0.000415
2.121803	-0.000463	-0.000020	0.000464
2.121853	-0.000020	-0.000163	0.000164
2.121903	-0.000245	-0.000610	0.000658
2.121953	-0.000269	0.000039	0.000272
2.122003	0.000335	-0.000375	0.000503
2.122053	-0.000472	-0.000597	0.000761
2.122103	-0.000656	-0.000533	0.000845
2.122153	-0.000298	-0.000162	0.000339
2.122203	-0.000312	-0.000538	0.000622
2.122253	0.000237	-0.000703	0.000742
2.122303	-0.000289	-0.000437	0.000524
2.122353	-0.000016	0.000088	0.000090
2.122403	-0.000144	-0.000558	0.000576
2.122453	-0.000439	-0.000305	0.000534
2.122503	0.000027	-0.000468	0.000469
2.122553	-0.000233	-0.000324	0.000399
2.122603	-0.000261	-0.000418	0.000493
2.122653	-0.000581	-0.000220	0.000621
2.122703	-0.000106	-0.000629	0.000638
2.122753	-0.000348	-0.000220	0.000411
2.122803	-0.000327	-0.000453	0.000559
2.122853	-0.000293	-0.000469	0.000553
2.122903	-0.000161	-0.000334	0.000371
2.122953	0.000095	-0.000575	0.000583
2.123003	-0.000255	-0.000756	0.000798
2.123053	-0.000214	-0.000125	0.000248
2.123103	-0.000707	-0.000391	0.000808
2.123153	-0.000038	-0.000640	0.000641
2.123203	-0.000842	-0.000644	0.001060
2.123253	-0.000629	-0.000411	0.000752
2.123303	0.000284	-0.000352	0.000452
2.123353	-0.000083	-0.000350	0.000359
2.123403	0.000026	-0.000110	0.000113
2.123453	-0.000406	0.000076	0.000413
2.123503	-0.000734	0.000016	0.000735
2.123553	-0.000365	-0.000912	0.000982
2.123603	0.000189	-0.000428	0.000468
2.123653	-0.000566	-0.000124	0.000580
2.123703	0.000392	-0.000653	0.000761
2.123753	-0.000624	-0.000258	0.000676
2.123803	-0.000056	-0.000139	0.000150
2.123853	-0.000207	-0.000486	0.000528
2.123903	-0.000297	-0.000495	0.000577
2.123953	0.000109	-0.000367	0.000383
2.124003	0.000045	-0.000712	0.000713
2.124053	-0.000558	-0.000551	0.000784
2.124103	-0.000459	-0.000652	0.000797
2.124153	-0.000547	-0.000326	0.000637
2.124203	0.000222	-0.000524	0.000569
2.124253	-0.000419	-0.000487	0.000643
2.124303	-0.000001	-0.000324	0.000324
2.124353	-0.000257	0.000307	0.000400
2.124403	-0.000148	-0.000281	0.000318
2.124453	0.000094	-0.000531	0.000540
2.124503	-0.000520	-0.000433	0.000677
2.124553	-0.000388	-0.000645	0.000752
2.124603	0.000184	-0.000722	0.000745
2.124653	-0.000885	-0.000511	0.001022
2.124703	-0.000503	-0.000517	0.000721
2.124753	-0.000198	-0.000080	0.000213
2.124803	-0.000339	-0.000240	0.000415
2.124853	-0.000305	-0.000364	0.000475
2.124903	-0.000095	-0.000718	0.000724
2.124953	0.000106	-0.000251	0.000272
2.125003	0.000147	-0.000233	0.000276
2.125053	-0.000327	-0.000749	0.000817
2.125103	0.000003	-0.000513	0.000513
2.125153	-0.000618	-0.000556	0.000831
2.125203	0.000082	-0.000029	0.000087
2.125253	0.000065	0.000055	0.000085
2.125303	-0.000330	-0.000154	0.000364
2.125353	-0.000422	-0.000749	0.000860
2.125403	-0.000378	-0.000258	0.000457
2.125453	0.000134	0.000159	0.000208
2.125503	-0.000272	-0.000282	0.000392
2.125553	0.000014	-0.000715	0.000715
2.125603	-0.000594	-0.000544	0.000805
2.125653	0.000257	-0.000426	0.000497
2.125703	-0.000345	-0.000462	0.000576
2.125753	-0.000288	-0.000687	0.000745
2.125803	-0.000235	-0.000634	0.000676
2.125853	-0.000392	-0.000051	0.000396
2.125903	-0.000074	-0.000538	0.000543
2.125953	-0.000449	-0.000294	0.000537
2.126003	-0.000531	0.000039	0.000532
2.126053	-0.000144	-0.000245	0.000284
2.126103	-0.000394	-0.000354	0.000530
2.126153	-0.000122	-0.000298	0.000322
2.126203	-0.000047	-0.000430	0.000432
2.126253	0.000488	-0.000419	0.000644
2.126303	-0.000100	-0.000361	0.000375
2.126353	-0.000505	0.000230	0.000555
2.126403	0.000232	-0.000469	0.000523
2.126453	-0.000094	-0.000826	0.000831
2.126503	-0.000535	-0.000284	0.000606
2.126553	-0.000309	-0.000178	0.000356
2.126603	-0.000209	-0.000217	0.000301
2.126653	-0.000016	-0.000586	0.000586
2.126703	-0.000762	-0.000561	0.000946
2.126753	-0.000384	0.000053	0.000387
2.126803	0.000076	-0.000173	0.000189
2.126853	-0.000388	-0.000745	0.000840
2.126903	-0.000333	-0.000491	0.000593
2.126953	0.000012	0.000087	0.000087
2.127003	0.000099	0.000141	0.000172
2.127053	-0.000326	-0.000179	0.000372
2.127103	-0.000135	-0.000293	0.000322
2.127153	-0.000217	-0.000709	0.000742
2.127203	0.000352	-0.000369	0.000510
2.127253	0.000118	-0.000509	0.000522
2.127303	-0.000661	0.000098	0.000668
2.127353	-0.000384	-0.000634	0.000741
2.127403	-0.000515	-0.000238	0.000568
2.127453	-0.000275	-0.000486	0.000559
2.127503	0.000551	-0.000885	0.001042
2.127553	-0.000251	-0.000359	0.000438
2.127603	-0.000831	-0.000550	0.000997
2.127653	-0.000126	-0.000141	0.000189
2.127703	0.000035	-0.000200	0.000203
2.127753	-0.000362	-0.000833	0.000908
2.127803	-0.000243	-0.000562	0.000612
2.127853	-0.000573	0.000013	0.000573
2.127903	-0.000435	-0.000033	0.000437
2.127953	-0.000329	-0.000946	0.001001
2.128003	-0.000449	-0.000832	0.000945
2.128053	-0.000039	-0.000018	0.000043
2.128103	0.000200	-0.000346	0.000399
2.128153	-0.000365	-0.000657	0.000751
2.128203	-0.000792	0.000193	0.000815
2.128253	-0.000477	0.000025	0.000478
2.128303	0.000221	-0.000259	0.000341
2.128353	-0.000296	-0.000872	0.000921
2.128403	-0.000165	-0.000402	0.000434
2.128453	-0.000316	0.000127	0.000340
2.128503	-0.000768	-0.000290	0.000821
2.128553	-0.000278	-0.000596	0.000657
2.128603	-0.000485	-0.000692	0.000845
2.128653	-0.000123	0.000100	0.000158
2.128703	-0.000167	-0.000236	0.000289
2.128753	-0.000109	-0.000696	0.000705
2.128803	0.000222	-0.000520	0.000565
2.128853	-0.000172	-0.000381	0.000418
2.128903	-0.000264	-0.000393	0.000474
2.128953	-0.000327	0.000008	0.000327
2.129003	-0.000259	-0.000660	0.000709
2.129053	-0.000329	-0.001209	0.001253
2.129103	-0.000403	-0.000154	0.000431
2.129153	-0.000407	0.000076	0.000414
2.129203	-0.000078	-0.000877	0.000880
2.129253	-0.000089	-0.000770	0.000775
2.129303	-0.000280	-0.000530	0.000600
2.129353	-0.000141	-0.000490	0.000510
2.129403	-0.000026	-0.000113	0.000116
2.129453	-0.000531	-0.000388	0.000657
2.129503	-0.000137	-0.000606	0.000621
2.129553	-0.000197	-0.000085	0.000214
2.129603	-0.000146	-0.000048	0.000154
2.129653	0.000106	-0.000169	0.000199
2.129703	-0.000204	-0.000491	0.000532
2.129753	-0.000252	-0.000561	0.000615
2.129803	-0.000095	-0.000504	0.000513
2.129853	-0.000184	0.000045	0.000190
2.129903	-0.000885	-0.000800	0.001193
2.129953	0.000135	-0.000404	0.000426
2.130003	-0.000329	-0.000403	0.000520
2.130053	-0.000549	-0.000383	0.000670
2.130103	-0.000242	-0.000674	0.000716
2.130153	-0.000333	-0.000219	0.000399
2.130203	-0.000508	-0.000738	0.000896
2.130253	-0.000068	-0.000040	0.000079
2.130303	-0.000225	-0.000355	0.000420
2.130353	-0.000839	-0.000366	0.000916
2.130403	-0.000728	-0.000104	0.000735
2.130453	0.000556	0.000318	0.000640
2.130503	-0.000406	-0.000320	0.000517
2.130553	0.000036	-0.000637	0.000638
2.130603	-0.000321	-0.000410	0.000521
2.130653	-0.000384	-0.000187	0.000427
2.130703	0.000258	-0.000540	0.000598
2.130753	-0.000099	-0.000369	0.000382
2.130803	-0.000154	-0.000515	0.000538
2.130853	-0.000409	-0.000082	0.000417
2.130903	-0.000269	0.000004	0.000269
2.130953	-0.000215	-0.000505	0.000548
2.131003	0.000129	-0.000709	0.000721
2.131053	-0.000544	-0.000852	0.001010
2.131103	-0.000352	-0.000048	0.000356
2.131153	-0.000107	-0.000188	0.000216
2.131203	-0.000554	-0.000378	0.000670
2.131253	-0.000285	-0.000667	0.000725
2.131303	-0.000612	-0.000350	0.000705
2.131353	-0.000299	-0.000003	0.000299
2.131403	-0.000140	-0.000177	0.000225
2.131453	-0.000621	0.000375	0.000725
2.131503	-0.000560	0.000110	0.000571
2.131553	-0.000797	-0.000510	0.000946
2.131603	0.000345	-0.000379	0.000513
2.131653	-0.000390	-0.000783	0.000875
2.131703	-0.000536	-0.000314	0.000621
2.131753	0.000032	-0.000046	0.000056
2.131803	-0.000762	-0.000074	0.000765
2.131853	-0.000052	-0.000517	0.000520
2.131903	-0.000143	-0.000493	0.000513
2.131953	-0.000513	-0.000163	0.000538
2.132003	0.000212	-0.000149	0.000259
2.132053	-0.000155	-0.000213	0.000263
2.132103	-0.000327	-0.000401	0.000518
2.132153	-0.000128	-0.000744	0.000755
2.132203	-0.000053	-0.000384	0.000388
2.132253	-0.000066	-0.000722	0.000725
2.132303	0.000180	-0.000563	0.000591
2.132353	-0.000233	-0.000480	0.000534
2.132403	-0.000305	0.000149	0.000339
2.132453	-0.000162	-0.000472	0.000499
2.132503	0.000033	-0.001095	0.001095
2.132553	-0.000750	-0.000274	0.000798
2.132603	-0.000252	-0.000116	0.000278
2.132653	-0.000049	-0.000276	0.000280
2.132703	-0.000380	-0.000504	0.000632
2.132753	-0.000238	-0.000602	0.000648
2.132803	-0.000710	-0.000476	0.000855
2.132853	-0.000350	0.000082	0.000360
2.132903	0.000238	-0.000420	0.000483
2.132953	-0.000680	-0.000494	0.000840
2.133003	-0.000674	-0.000471	0.000823
2.133053	0.000562	-0.000599	0.000822
2.133103	-0.000374	-0.000045	0.000376
2.133153	-0.000357	-0.000854	0.000926
2.133203	-0.000527	0.000043	0.000528
2.133253	-0.000242	-0.000300	0.000385
2.133303	-0.000022	-0.000098	0.000100
2.133353	0.000353	-0.000542	0.000647
2.133403	-0.000271	-0.000449	0.000524
2.133453	-0.000282	-0.000466	0.000544
2.133503	0.000271	0.000108	0.000292
2.133553	0.000350	-0.000232	0.000420
2.133603	-0.000450	-0.000635	0.000778
2.133653	0.000030	-0.000654	0.000655
2.133703	-0.000014	-0.000118	0.000119
2.133753	0.000095	-0.000564	0.000572
2.133803	-0.000103	-0.000958	0.000963
2.133853	0.000013	-0.000782	0.000782
2.133903	-0.000251	0.000003	0.000251
2.133953	-0.000092	-0.000071	0.000116
2.134003	-0.000223	-0.000445	0.000498
2.134053	-0.000127	-0.000447	0.000464
2.134103	-0.000055	-0.000125	0.000137
2.134153	-0.000742	-0.000367	0.000828
2.134203	-0.000048	-0.000731	0.000733
2.134253	-0.000485	-0.000615	0.000783
2.134303	-0.000205	-0.000545	0.000582
2.134353	-0.000280	0.000174	0.000330
2.134403	0.000444	-0.000096	0.000455
2.134453	-0.000033	-0.000421	0.000423
2.134503	-0.000216	-0.000436	0.000487
2.134553	-0.000033	-0.000563	0.000564
2.134603	-0.000301	-0.000202	0.000363
2.134653	0.000381	-0.000779	0.000867
2.134703	0.000267	-0.000467	0.000538
2.134753	0.000054	-0.000688	0.000690
2.134803	-0.000077	-0.000315	0.000325
2.134853	0.000343	-0.000300	0.000456
2.134903	-0.000003	-0.000365	0.000365
2.134953	-0.000432	-0.000356	0.000560
2.135003	-0.000622	-0.000214	0.000658
2.135053	-0.000441	-0.000590	0.000737
2.135103	0.000473	0.000039	0.000474
2.135153	-0.000346	-0.000788	0.000861
2.135203	-0.000128	-0.000381	0.000402
2.135253	-0.000249	-0.000441	0.000506
2.135303	-0.000290	0.000116	0.000313
2.135353	0.000137	-0.000371	0.000396
2.135403	-0.000510	-0.000108	0.000521
2.135453	-0.000327	-0.000175	0.000371
2.135503	-0.000157	-0.000294	0.000333
2.135553	-0.000392	-0.000438	0.000587
2.135603	-0.000060	-0.000213	0.000221
2.135653	0.000090	-0.000061	0.000109
2.135703	-0.000331	-0.000245	0.000412
2.135753	-0.000542	-0.000570	0.000786
2.135803	-0.000207	0.000216	0.000299
2.135853	-0.000834	0.000010	0.000834
2.135903	-0.000433	0.000012	0.000433
2.135953	-0.000236	-0.000544	0.000593
2.136003	0.000009	-0.000507	0.000507
2.136053	-0.000065	-0.000299	0.000306
2.136103	-0.000375	-0.000376	0.000531
2.136153	-0.000009	-0.000253	0.000253
2.136203	0.000281	-0.000792	0.000840
2.136253	0.000605	-0.000446	0.000751
2.136303	-0.000764	-0.000133	0.000776
2.136353	-0.000040	0.000260	0.000263
2.136403	-0.000124	-0.000585	0.000598
2.136453	-0.000308	-0.000801	0.000859
2.136503	-0.000245	0.000136	0.000280
2.136553	-0.000023	-0.000446	0.000446
2.136603	-0.000324	0.000078	0.000333
2.136653	-0.000325	-0.000358	0.000483
2.136703	0.000077	-0.000721	0.000725
2.136753	-0.000579	0.000048	0.000581
2.136803	0.000238	-0.000308	0.000389
2.136853	0.000034	0.000066	0.000075
2.136903	-0.000021	-0.000184	0.000185
2.136953	-0.000116	-0.000731	0.000740
2.137003	-0.000556	-0.000374	0.000671
2.137053	-0.000699	-0.000286	0.000755
2.137103	-0.000125	-0.000741	0.000752
2.137153	-0.000071	-0.000604	0.000609
2.137203	-0.000520	-0.000388	0.000649
2.137253	-0.000342	-0.000346	0.000486
2.137303	0.000314	-0.000217	0.000382
2.137353	-0.000491	-0.000363	0.000610
2.137403	-0.000365	-0.000346	0.000503
2.137453	-0.000066	-0.000480	0.000484
2.137503	0.000134	-0.000237	0.000272
2.137553	-0.000328	-0.000141	0.000357
2.137603	-0.000023	-0.000419	0.000420
2.137653	0.000268	-0.000233	0.000355
2.137703	0.000011	-0.000876	0.000877
2.137753	-0.000403	-0.000583	0.000709
2.137803	0.000132	-0.000215	0.000253
2.137853	-0.000252	0.000054	0.000258
2.137903	-0.000189	-0.000020	0.000190
2.137953	-0.000149	0.000058	0.000160
2.138003	-0.000020	-0.000363	0.000363
2.138053	0.000066	-0.000453	0.000457
2.138103	-0.000282	0.000159	0.000323
2.138153	-0.000052	-0.000399	0.000403
2.138203	-0.000246	-0.000508	0.000565
2.138253	-0.000119	-0.000419	0.000436
2.138303	-0.000511	-0.000379	0.000636
2.138353	0.000079	-0.000550	0.000556
2.138403	-0.000096	-0.000823	0.000829
2.138453	-0.000265	-0.000201	0.000332
2.138503	-0.000183	-0.000338	0.000384
2.138553	0.000204	-0.000428	0.000474
2.138603	0.000242	-0.000835	0.000869
2.138653	-0.000347	-0.000302	0.000460
2.138703	-0.000269	-0.000537	0.000600
2.138753	-0.000059	0.000446	0.000450
2.138803	-0.000122	-0.000048	0.000131
2.138853	-0.000235	-0.000865	0.000896
2.138903	-0.000514	-0.000327	0.000609
2.138953	-0.000346	-0.000202	0.000400
2.139003	-0.000364	-0.000143	0.000391
2.139053	-0.000417	-0.000698	0.000813
2.139103	-0.000300	-0.000112	0.000320
2.139153	0.000076	-0.000527	0.000533
2.139203	-0.000057	-0.000221	0.000228
2.139253	0.000358	-0.000457	0.000580
2.139303	-0.000094	-0.000143	0.000171
2.139353	-0.000118	-0.000427	0.000443
2.139403	-0.000002	-0.000398	0.000398
2.139453	-0.000234	-0.000267	0.000355
2.139503	0.000313	-0.000167	0.000355
2.139553	-0.000368	-0.000383	0.000531
2.139603	-0.000439	-0.000800	0.000913
2.139653	-0.000193	-0.000646	0.000674
2.139703	-0.000539	-0.000169	0.000565
2.139753	-0.000511	-0.000148	0.000532
2.139803	-0.000419	-0.000432	0.000602
2.139853	-0.000044	-0.000435	0.000438
2.139903	0.000079	-0.000364	0.000373
2.139953	0.000023	-0.000325	0.000326
