CPMG train data
Estimated phase correction: -2.069873 rad
time in s	real part	imag part	abs value
0.942403	0.000180	-0.000799	0.000819
0.942453	-0.000533	-0.000511	0.000739
0.942503	-0.000051	-0.000653	0.000655
0.942553	-0.000360	-0.000540	0.000650
0.942603	-0.000477	-0.001019	0.001125
0.942653	-0.000108	-0.000454	0.000466
0.942703	-0.000328	-0.000834	0.000896
0.942753	0.000318	-0.000290	0.000430
0.942803	-0.000362	-0.000819	0.000895
0.942853	-0.000064	-0.000041	0.000076
0.942903	-0.000293	-0.000372	0.000474
0.942953	-0.000210	-0.000668	0.000700
0.943003	-0.000684	-0.000946	0.001167
0.943053	-0.000612	-0.000937	0.001119
0.943103	-0.000463	-0.000047	0.000466
0.943153	-0.000193	-0.000339	0.000390
0.943203	-0.000421	-0.001027	0.001110
0.943253	-0.000198	-0.000445	0.000487
0.943303	-0.000250	-0.000778	0.000817
0.943353	-0.000329	-0.000738	0.000808
0.943403	-0.000533	-0.000042	0.000535
0.943453	-0.000132	-0.000352	0.000376
0.943503	-0.000153	-0.000767	0.000782
0.943553	-0.000062	-0.000756	0.000759
0.943603	-0.000321	-0.000697	0.000767
0.943653	-0.000048	-0.000706	0.000708
0.943703	-0.000016	-0.000992	0.000993
0.943753	-0.000295	-0.000495	0.000576
0.943803	0.000300	-0.000059	0.000306
0.943853	0.000093	-0.000706	0.000712
0.943903	0.000174	-0.001173	0.001185
0.943953	-0.000399	-0.000303	0.000501
0.944003	-0.000298	-0.000227	0.000375
0.944053	-0.000289	-0.000022	0.000290
0.944103	-0.000336	-0.001082	0.001133
0.944153	-0.000056	0.000137	0.000149
0.944203	0.000125	-0.000800	0.000810
0.944253	-0.000003	-0.000834	0.000834
0.944303	-0.000371	-0.000158	0.000403
0.944353	-0.000258	-0.000253	0.000361
0.944403	0.000013	-0.000241	0.000241
0.944453	-0.000351	-0.000819	0.000891
0.944503	0.000077	-0.000860	0.000863
0.944553	-0.000314	-0.000965	0.001015
0.944603	0.000321	-0.000695	0.000766
0.944653	-0.000126	-0.000152	0.000197
0.944703	-0.000475	-0.000251	0.000538
0.944753	-0.000291	-0.000846	0.000895
0.944803	-0.000248	-0.000158	0.000294
0.944853	-0.000139	-0.000625	0.000641
0.944903	0.000310	-0.000621	0.000694
0.944953	-0.000122	-0.000710	0.000720
0.945003	-0.000484	-0.000382	0.000616
0.945053	-0.000224	-0.000423	0.000479
0.945103	0.000166	-0.000347	0.000385
0.945153	-0.000173	-0.000883	0.000899
0.945203	-0.000197	-0.000596	0.000627
0.945253	0.000018	-0.000301	0.000301
0.945303	0.000075	-0.000420	0.000426
0.945353	-0.000329	-0.000745	0.000814
0.945403	-0.000034	-0.000371	0.000373
0.945453	-0.000140	-0.000301	0.000332
0.945503	0.000039	-0.000720	0.000721
0.945553	0.000112	-0.000709	0.000718
0.945603	-0.000119	-0.000444	0.000459
0.945653	-0.000146	-0.000603	0.000621
0.945703	0.000303	-0.000615	0.000686
0.945753	-0.000158	-0.000388	0.000419
0.945803	-0.000118	-0.000779	0.000788
0.945853	-0.000273	-0.000533	0.000599
0.945903	-0.000322	-0.000442	0.000547
0.945953	-0.000518	-0.000812	0.000963
0.946003	-0.000211	-0.000637	0.000671
0.946053	-0.000173	-0.000295	0.000342
0.946103	-0.000126	-0.001023	0.001031
0.946153	0.000042	-0.000339	0.000341
0.946203	-0.000126	-0.000514	0.000529
0.946253	0.000383	-0.000924	0.001001
0.946303	0.000078	-0.000262	0.000273
0.946353	-0.000520	-0.000600	0.000794
0.946403	-0.000174	-0.000280	0.000329
0.946453	0.000176	-0.000586	0.000612
0.946503	-0.000105	-0.000351	0.000367
0.946553	-0.000321	-0.000474	0.000572
0.946603	-0.000217	-0.000366	0.000426
0.946653	0.000038	-0.000855	0.000856
0.946703	0.000104	-0.000143	0.000177
0.946753	-0.000097	-0.000248	0.000266
0.946803	-0.000084	-0.000535	0.000542
0.946853	-0.000372	-0.000489	0.000614
0.946903	-0.000458	-0.000764	0.000890
0.946953	0.000158	-0.000899	0.000912
0.947003	-0.000161	-0.000512	0.000536
0.947053	-0.000313	-0.000279	0.000420
0.947103	-0.000590	-0.000452	0.000744
0.947153	-0.000389	-0.000501	0.000634
0.947203	0.000180	-0.001003	0.001019
0.947253	-0.000365	-0.000564	0.000671
0.947303	-0.000356	0.000080	0.000365
0.947353	0.000045	-0.001406	0.001406
0.947403	-0.000514	-0.000867	0.001008
0.947453	-0.000157	-0.000467	0.000493
0.947503	-0.000318	-0.000647	0.000721
0.947553	0.000337	-0.000487	0.000592
0.947603	-0.000209	-0.000744	0.000772
0.947653	-0.000742	-0.000511	0.000901
0.947703	-0.000181	-0.000132	0.000224
0.947753	-0.000116	0.000008	0.000116
0.947803	-0.000127	-0.000499	0.000515
0.947853	0.000130	-0.000517	0.000533
0.947903	-0.000226	-0.000509	0.000557
0.947953	-0.000214	-0.000618	0.000654
0.948003	0.000155	-0.000647	0.000665
0.948053	-0.000434	-0.000520	0.000677
0.948103	0.000141	-0.000248	0.000285
0.948153	-0.000565	-0.000497	0.000752
0.948203	0.000013	0.000039	0.000041
0.948253	-0.000483	-0.001133	0.001232
0.948303	-0.000329	-0.000376	0.000500
0.948353	-0.000070	-0.000512	0.000517
0.948403	-0.000240	-0.000364	0.000436
0.948453	-0.000407	-0.000216	0.000460
0.948503	0.000008	-0.000776	0.000776
0.948553	-0.000393	-0.000551	0.000677
0.948603	0.000236	-0.000546	0.000594
0.948653	0.000166	-0.000814	0.000831
0.948703	-0.000206	-0.000775	0.000802
0.948753	-0.000212	-0.000557	0.000596
0.948803	-0.000411	-0.000778	0.000879
0.948853	-0.000358	-0.000561	0.000665
0.948903	0.000248	-0.001215	0.001240
0.948953	-0.000484	-0.000347	0.000595
0.949003	-0.000172	-0.000438	0.000471
0.949053	-0.000332	-0.000272	0.000430
0.949103	0.000048	-0.000898	0.000900
0.949153	-0.000776	-0.000705	0.001048
0.949203	-0.000285	-0.000857	0.000903
0.949253	-0.000029	-0.001035	0.001035
0.949303	0.000162	-0.000149	0.000221
0.949353	0.000242	-0.000662	0.000705
0.949403	-0.000055	-0.000676	0.000678
0.949453	-0.000302	-0.000095	0.000317
0.949503	0.000253	-0.000248	0.000355
0.949553	-0.000000	0.000015	0.000015
0.949603	-0.000659	-0.000826	0.001057
0.949653	-0.000413	-0.000675	0.000791
0.949703	0.000259	-0.000811	0.000851
0.949753	-0.000146	-0.000883	0.000895
0.949803	-0.000104	-0.000380	0.000394
0.949853	0.000271	-0.000456	0.000530
0.949903	0.000355	-0.000416	0.000547
0.949953	0.000249	-0.000447	0.000512
0.950003	-0.000198	-0.000767	0.000792
0.950053	-0.000200	-0.000248	0.000319
0.950103	-0.000155	-0.000172	0.000231
0.950153	-0.000304	-0.000736	0.000796
0.950203	-0.000232	-0.000770	0.000804
0.950253	-0.000243	-0.000595	0.000642
0.950303	-0.000756	-0.000190	0.000780
0.950353	-0.000133	-0.000692	0.000705
0.950403	-0.000484	-0.000748	0.000891
0.950453	-0.000231	-0.000793	0.000826
0.950503	-0.000413	-0.000606	0.000733
0.950553	-0.000305	-0.000313	0.000437
0.950603	0.000173	-0.000200	0.000265
0.950653	-0.000193	-0.000430	0.000471
0.950703	0.000044	-0.001034	0.001035
0.950753	-0.000326	-0.000815	0.000878
0.950803	0.000253	-0.000294	0.000388
0.950853	-0.000513	-0.000619	0.000804
0.950903	-0.000372	-0.000610	0.000714
0.950953	0.000004	-0.000809	0.000809
0.951003	-0.000182	-0.000399	0.000439
0.951053	-0.000067	-0.000359	0.000366
0.951103	-0.000457	-0.000692	0.000830
0.951153	-0.000401	-0.000229	0.000462
0.951203	0.000004	-0.000468	0.000468
0.951253	-0.000675	-0.000422	0.000796
0.951303	-0.000008	-0.000641	0.000641
0.951353	-0.000114	-0.000150	0.000188
0.951403	-0.000231	-0.000856	0.000886
0.951453	-0.000163	-0.000496	0.000522
0.951503	-0.000228	-0.000380	0.000443
0.951553	0.000113	-0.000807	0.000815
0.951603	-0.000056	-0.000135	0.000146
0.951653	-0.000175	-0.000442	0.000476
0.951703	0.000280	-0.000176	0.000331
0.951753	0.000136	-0.000697	0.000711
0.951803	0.000194	-0.000919	0.000939
0.951853	-0.000173	-0.000247	0.000301
0.951903	-0.000594	-0.000439	0.000739
0.951953	0.000179	-0.001017	0.001033
0.952003	-0.000170	-0.000955	0.000970
0.952053	-0.000240	-0.000442	0.000503
0.952103	-0.000134	-0.000579	0.000595
0.952153	-0.000077	-0.000381	0.000388
0.952203	-0.000144	-0.000292	0.000325
0.952253	-0.000159	-0.000549	0.000571
0.952303	-0.000098	-0.000297	0.000313
0.952353	0.000165	-0.000935	0.000950
0.952403	0.000070	-0.000592	0.000597
0.952453	-0.000159	-0.000637	0.000656
0.952503	-0.000094	-0.001366	0.001369
0.952553	-0.000124	-0.000416	0.000434
0.952603	-0.000028	-0.000865	0.000866
0.952653	0.000024	-0.000420	0.000421
0.952703	0.000141	-0.000556	0.000574
0.952753	-0.000096	-0.000685	0.000692
0.952803	-0.000492	-0.000103	0.000503
0.952853	-0.000204	-0.000765	0.000792
0.952903	0.000018	-0.000584	0.000584
0.952953	-0.000369	-0.000434	0.000570
0.953003	-0.000239	-0.000041	0.000242
0.953053	-0.000160	-0.000404	0.000434
0.953103	-0.000293	-0.000131	0.000321
0.953153	0.000194	-0.000786	0.000810
0.953203	0.000030	0.000234	0.000236
0.953253	-0.000137	-0.000588	0.000604
0.953303	-0.000524	-0.000506	0.000729
0.953353	-0.000063	-0.000505	0.000509
0.953403	0.000239	-0.000632	0.000676
0.953453	0.000117	-0.000226	0.000255
0.953503	-0.000031	-0.000752	0.000752
0.953553	-0.000288	-0.000624	0.000688
0.953603	-0.000075	-0.000680	0.000684
0.953653	-0.000225	-0.000180	0.000289
0.953703	-0.000015	-0.000561	0.000561
0.953753	-0.000306	-0.000334	0.000453
0.953803	0.000165	-0.000550	0.000574
0.953853	-0.000197	-0.000101	0.000222
0.953903	-0.000346	-0.000356	0.000497
0.953953	-0.000575	-0.000272	0.000636
0.954003	-0.000378	-0.000728	0.000820
0.954053	-0.000204	-0.000259	0.000330
0.954103	-0.000689	-0.000504	0.000854
0.954153	0.000049	-0.000519	0.000521
0.954203	-0.000592	-0.000448	0.000742
0.954253	-0.000399	-0.000498	0.000638
0.954303	0.000116	-0.000864	0.000872
0.954353	-0.000299	-0.000414	0.000510
0.954403	-0.000187	-0.000917	0.000936
0.954453	0.000401	-0.000816	0.000909
0.954503	-0.000202	-0.000313	0.000372
0.954553	-0.000254	-0.000627	0.000677
0.954603	-0.000281	-0.000548	0.000616
0.954653	-0.000576	-0.000645	0.000865
0.954703	-0.000555	-0.000745	0.000929
0.954753	-0.000293	-0.000376	0.000477
0.954803	-0.000233	-0.000472	0.000526
0.954853	-0.000099	-0.000813	0.000819
0.954903	-0.000352	-0.000255	0.000435
0.954953	-0.000556	-0.000975	0.001122
0.955003	-0.000135	-0.000284	0.000314
0.955053	-0.000297	-0.000487	0.000570
0.955103	-0.000134	-0.000351	0.000376
0.955153	-0.000379	0.000198	0.000427
0.955203	0.000047	-0.000669	0.000671
0.955253	-0.000190	-0.000364	0.000410
0.955303	0.000050	-0.000308	0.000312
0.955353	-0.000288	0.000009	0.000289
0.955403	-0.000322	-0.000566	0.000652
0.955453	0.000099	-0.001024	0.001029
0.955503	0.000148	-0.000693	0.000709
0.955553	-0.000281	0.000097	0.000297
0.955603	0.000073	-0.000355	0.000362
0.955653	0.000063	-0.001114	0.001116
0.955703	-0.000309	-0.000626	0.000698
0.955753	-0.000619	-0.000596	0.000859
0.955803	-0.000337	-0.000540	0.000637
0.955853	-0.000288	-0.000859	0.000906
0.955903	-0.000216	-0.000033	0.000219
0.955953	-0.000258	-0.000554	0.000611
0.956003	-0.000321	-0.000079	0.000330
0.956053	-0.000023	-0.000516	0.000516
0.956103	0.000080	-0.001140	0.001143
0.956153	-0.000559	-0.000623	0.000837
0.956203	0.000096	-0.000949	0.000954
0.956253	-0.000614	-0.000830	0.001032
0.956303	0.000058	-0.000842	0.000844
0.956353	-0.000027	-0.000673	0.000674
0.956403	-0.000599	-0.000713	0.000931
0.956453	-0.000523	-0.000376	0.000644
0.956503	0.000178	-0.000722	0.000743
0.956553	0.000067	-0.000324	0.000331
0.956603	0.000111	-0.000041	0.000118
0.956653	-0.000199	-0.000683	0.000711
0.956703	0.000367	-0.000342	0.000501
0.956753	-0.000045	-0.000664	0.000666
0.956803	-0.000024	-0.000337	0.000338
0.956853	-0.000475	-0.000718	0.000861
0.956903	-0.000084	-0.000781	0.000785
0.956953	-0.000339	-0.001048	0.001102
0.957003	-0.000035	-0.000663	0.000663
0.957053	0.000440	-0.001021	0.001112
0.957103	0.000387	-0.000218	0.000444
0.957153	-0.000689	-0.001011	0.001223
0.957203	-0.000004	-0.000803	0.000803
0.957253	-0.000315	-0.000798	0.000858
0.957303	-0.000563	-0.000399	0.000690
0.957353	-0.000098	-0.000944	0.000949
0.957403	-0.000559	-0.000639	0.000849
0.957453	0.000017	-0.000627	0.000627
0.957503	-0.000541	-0.000759	0.000932
0.957553	-0.000260	-0.000440	0.000511
0.957603	-0.000229	-0.000795	0.000827
0.957653	0.000136	-0.000368	0.000393
0.957703	-0.000357	-0.000511	0.000623
0.957753	-0.000290	-0.000508	0.000585
0.957803	0.000028	0.000394	0.000395
0.957853	0.000069	-0.000614	0.000618
0.957903	-0.000424	-0.000490	0.000648
0.957953	0.000304	-0.000649	0.000717
0.958003	-0.000166	-0.000399	0.000432
0.958053	-0.000168	-0.000569	0.000593
0.958103	-0.000683	-0.000888	0.001120
0.958153	0.000131	-0.000169	0.000214
0.958203	0.000721	-0.000311	0.000785
0.958253	-0.000267	-0.000462	0.000534
0.958303	-0.000295	-0.000475	0.000559
0.958353	-0.000149	-0.000604	0.000622
0.958403	-0.000220	-0.000767	0.000798
0.958453	-0.000553	-0.000309	0.000633
0.958503	0.000113	-0.000755	0.000764
0.958553	-0.000402	-0.000668	0.000779
0.958603	-0.000094	-0.000771	0.000777
0.958653	0.000498	-0.000587	0.000769
0.958703	-0.000212	-0.000453	0.000500
0.958753	-0.000294	-0.000901	0.000947
0.958803	-0.000007	-0.000656	0.000656
0.958853	-0.000521	-0.000760	0.000921
0.958903	-0.000163	-0.000399	0.000431
0.958953	0.000001	-0.000629	0.000629
0.959003	-0.000220	-0.000835	0.000863
0.959053	-0.000437	-0.000234	0.000495
0.959103	-0.000026	-0.000271	0.000273
0.959153	-0.000557	-0.000526	0.000766
0.959203	-0.000470	-0.000498	0.000685
0.959253	-0.000116	-0.000823	0.000832
0.959303	0.000586	0.000113	0.000597
0.959353	-0.000111	-0.001026	0.001032
0.959403	-0.000047	-0.000746	0.000747
0.959453	-0.000141	-0.000569	0.000586
0.959503	-0.000443	-0.001214	0.001292
0.959553	-0.000219	-0.000551	0.000593
0.959603	-0.000232	-0.000534	0.000582
0.959653	-0.000375	-0.000345	0.000510
0.959703	-0.000015	-0.000125	0.000126
0.959753	-0.000238	-0.000670	0.000711
0.959803	-0.000480	-0.000194	0.000517
0.959853	-0.000307	-0.000326	0.000448
0.959903	-0.000417	-0.000003	0.000417
0.959953	-0.000272	-0.000393	0.000478
0.960003	0.000209	-0.000742	0.000771
0.960053	-0.000422	-0.000214	0.000473
0.960103	-0.000696	-0.000268	0.000746
0.960153	0.000365	-0.000235	0.000434
0.960203	-0.000312	-0.000108	0.000331
0.960253	-0.000555	-0.000973	0.001120
0.960303	-0.000078	-0.000733	0.000737
0.960353	-0.000019	-0.000335	0.000335
0.960403	0.000198	-0.000548	0.000582
0.960453	-0.000245	-0.000038	0.000248
0.960503	-0.000354	-0.000332	0.000485
0.960553	0.000191	-0.000893	0.000913
0.960603	-0.000629	-0.000353	0.000721
0.960653	-0.000272	-0.000700	0.000751
0.960703	-0.000614	-0.000806	0.001013
0.960753	-0.000219	-0.000493	0.000539
0.960803	-0.000273	-0.000553	0.000617
0.960853	-0.000193	-0.000473	0.000511
0.960903	-0.000090	-0.000203	0.000222
0.960953	-0.000332	-0.000419	0.000534
0.961003	-0.000568	-0.000425	0.000710
0.961053	-0.000142	-0.000714	0.000728
0.961103	-0.000042	-0.000476	0.000478
0.961153	-0.000010	-0.000507	0.000507
0.961203	-0.000240	-0.000740	0.000778
0.961253	0.000091	0.000179	0.000201
0.961303	-0.000148	-0.000403	0.000430
0.961353	-0.000901	-0.000813	0.001214
0.961403	-0.000671	-0.000595	0.000897
0.961453	0.000292	-0.000415	0.000507
0.961503	-0.000546	-0.000358	0.000653
0.961553	0.000080	-0.000888	0.000892
0.961603	-0.000149	-0.000630	0.000647
0.961653	-0.000319	0.000183	0.000368
0.961703	-0.000035	-0.000303	0.000305
0.961753	0.000002	-0.000817	0.000817
0.961803	-0.000375	-0.000223	0.000436
0.961853	-0.000009	-0.000959	0.000959
0.961903	-0.000350	-0.000152	0.000381
0.961953	-0.000507	-0.000534	0.000736
0.962003	-0.000042	-0.000216	0.000220
0.962053	0.000052	-0.000510	0.000513
0.962103	-0.000251	-0.000416	0.000486
0.962153	0.000110	-0.000532	0.000543
0.962203	-0.000175	-0.000394	0.000432
0.962253	-0.000305	-0.000742	0.000802
0.962303	-0.000611	0.000253	0.000661
0.962353	-0.000589	-0.000642	0.000872
0.962403	-0.000117	-0.000768	0.000777
0.962453	-0.000601	-0.000765	0.000973
0.962503	0.000267	-0.000630	0.000685
0.962553	-0.000152	-0.000224	0.000271
0.962603	0.000430	-0.000386	0.000578
0.962653	-0.000027	-0.000834	0.000835
0.962703	-0.000097	-0.000167	0.000193
0.962753	-0.000416	-0.001068	0.001146
0.962803	-0.000365	-0.000126	0.000387
0.962853	0.000001	-0.000748	0.000748
0.962903	0.000007	-0.000527	0.000527
0.962953	-0.000159	-0.000531	0.000554
0.963003	-0.000418	-0.000959	0.001046
0.963053	-0.000184	-0.000936	0.000954
0.963103	-0.000057	-0.000715	0.000717
0.963153	-0.000491	-0.000249	0.000551
0.963203	0.000200	-0.000560	0.000594
0.963253	-0.000235	-0.000647	0.000688
0.963303	-0.000285	-0.000720	0.000774
0.963353	-0.000336	-0.000349	0.000484
0.963403	-0.000009	-0.000207	0.000208
0.963453	-0.000346	-0.000610	0.000702
0.963503	-0.000360	-0.000342	0.000496
0.963553	-0.000218	-0.000254	0.000334
0.963603	-0.000906	-0.000370	0.000979
0.963653	0.000146	-0.000295	0.000329
0.963703	-0.000619	-0.000275	0.000677
0.963753	-0.000271	-0.000441	0.000517
0.963803	-0.000007	-0.000513	0.000513
0.963853	-0.000558	-0.000185	0.000588
0.963903	-0.000041	-0.000157	0.000163
0.963953	-0.000582	-0.000524	0.000783
0.964003	-0.000598	-0.000340	0.000688
0.964053	-0.000125	-0.000743	0.000754
0.964103	-0.000480	-0.000456	0.000662
0.964153	0.000490	-0.000422	0.000647
0.964203	-0.000217	-0.000452	0.000501
0.964253	-0.000242	-0.000245	0.000345
0.964303	0.000188	-0.000423	0.000463
0.964353	-0.000594	-0.000615	0.000855
0.964403	-0.000461	-0.000642	0.000790
0.964453	-0.000182	-0.000784	0.000805
0.964503	-0.000174	-0.000397	0.000434
0.964553	-0.000438	-0.000699	0.000825
0.964603	-0.000081	-0.000527	0.000533
0.964653	-0.000554	-0.000417	0.000694
0.964703	-0.000116	-0.000878	0.000885
0.964753	0.000178	0.000085	0.000197
0.964803	-0.000049	0.000148	0.000156
0.964853	-0.000123	-0.000575	0.000588
0.964903	-0.000413	-0.000713	0.000825
0.964953	0.000266	-0.000497	0.000563
0.965003	0.000225	-0.000347	0.000414
0.965053	-0.000320	-0.000582	0.000664
0.965103	-0.000053	-0.000623	0.000625
0.965153	-0.000465	-0.000698	0.000839
0.965203	-0.000070	-0.000369	0.000375
0.965253	-0.000318	-0.000353	0.000475
0.965303	0.000135	-0.000049	0.000144
0.965353	0.000183	-0.000904	0.000922
0.965403	-0.000009	-0.000773	0.000773
0.965453	-0.000288	-0.000332	0.000440
0.965503	-0.000185	-0.000396	0.000437
0.965553	-0.000061	-0.000367	0.000372
0.965603	0.000059	-0.000782	0.000785
0.965653	-0.000270	-0.000542	0.000605
0.965703	-0.000100	-0.000033	0.000106
0.965753	-0.000305	-0.000668	0.000734
0.965803	0.000039	-0.000508	0.000509
0.965853	0.000015	-0.000480	0.000481
0.965903	-0.000364	-0.000375	0.000523
0.965953	0.000335	-0.000298	0.000448
0.966003	-0.000401	-0.000309	0.000506
0.966053	-0.000084	-0.000356	0.000365
0.966103	0.000160	-0.000914	0.000928
0.966153	-0.000184	-0.000699	0.000723
0.966203	-0.000180	-0.000142	0.000229
0.966253	-0.000534	-0.000900	0.001047
0.966303	-0.000267	-0.000317	0.000415
0.966353	-0.000712	-0.000230	0.000749
0.966403	-0.000317	-0.000530	0.000618
0.966453	-0.000476	-0.000271	0.000548
0.966503	0.000003	-0.000799	0.000799
0.966553	-0.000052	-0.000591	0.000593
0.966603	-0.000734	-0.000293	0.000790
0.966653	-0.000356	-0.000643	0.000735
0.966703	-0.000300	-0.000356	0.000465
0.966753	-0.000090	-0.000466	0.000475
0.966803	-0.000304	-0.000343	0.000458
0.966853	0.000013	-0.000300	0.000300
0.966903	-0.000122	-0.000153	0.000196
0.966953	0.000040	-0.000393	0.000395
0.967003	-0.000033	-0.000282	0.000284
0.967053	-0.000317	-0.000535	0.000621
0.967103	-0.000561	-0.000450	0.000719
0.967153	-0.000464	-0.000531	0.000705
0.967203	-0.000208	-0.000633	0.000666
0.967253	-0.000183	-0.000616	0.000643
0.967303	-0.000158	-0.000319	0.000356
0.967353	0.000065	-0.000564	0.000568
0.967403	0.000023	-0.000639	0.000640
0.967453	-0.000259	-0.000260	0.000367
0.967503	-0.000515	0.000130	0.000531
0.967553	0.000276	-0.001242	0.001273
0.967603	-0.000284	-0.000431	0.000517
0.967653	-0.000036	-0.000639	0.000640
0.967703	-0.000466	-0.000666	0.000813
0.967753	0.000012	-0.000104	0.000105
0.967803	-0.000571	-0.000820	0.000999
0.967853	-0.000329	-0.000355	0.000484
0.967903	-0.000956	-0.000494	0.001076
0.967953	0.000029	-0.000345	0.000346
0.968003	-0.000643	-0.000527	0.000831
0.968053	-0.000528	-0.000434	0.000683
0.968103	-0.000680	-0.000986	0.001198
0.968153	-0.000215	-0.000457	0.000505
0.968203	-0.000253	-0.000321	0.000409
0.968253	0.000058	-0.000770	0.000772
0.968303	0.000334	-0.000467	0.000574
0.968353	-0.000313	-0.000413	0.000519
0.968403	-0.000446	-0.000747	0.000870
0.968453	-0.000569	-0.000308	0.000647
0.968503	-0.000310	-0.000530	0.000613
0.968553	-0.000005	-0.000738	0.000738
0.968603	-0.000603	-0.000560	0.000823
0.968653	-0.000517	-0.000629	0.000814
0.968703	0.000042	-0.000304	0.000307
0.968753	-0.000157	-0.000572	0.000593
0.968803	-0.000214	-0.001379	0.001396
0.968853	-0.000381	-0.000679	0.000779
0.968903	0.000374	-0.000631	0.000734
0.968953	-0.000322	-0.000741	0.000808
0.969003	-0.000069	-0.001013	0.001015
0.969053	-0.000526	-0.000364	0.000640
0.969103	-0.000056	-0.000618	0.000620
0.969153	-0.000230	-0.000604	0.000646
0.969203	-0.000191	-0.000423	0.000464
0.969253	-0.000148	-0.000494	0.000515
0.969303	-0.000825	-0.000829	0.001170
0.969353	-0.000151	-0.000435	0.000461
0.969403	-0.000145	-0.000329	0.000359
0.969453	-0.000089	-0.000413	0.000423
0.969503	0.000075	-0.000703	0.000707
0.969553	0.000015	0.000165	0.000166
0.969603	0.000229	-0.000740	0.000774
0.969653	0.000027	-0.000496	0.000497
0.969703	-0.000503	-0.000508	0.000714
0.969753	0.000099	-0.000273	0.000291
0.969803	-0.000287	0.000023	0.000288
0.969853	-0.000018	-0.000983	0.000983
0.969903	-0.000330	-0.000685	0.000761
0.969953	-0.000548	-0.000599	0.000812
0.970003	-0.000100	-0.000665	0.000673
0.970053	-0.000125	-0.000360	0.000381
0.970103	-0.000543	-0.000409	0.000679
0.970153	-0.000246	-0.000884	0.000918
0.970203	-0.000476	-0.000710	0.000854
0.970253	-0.000778	-0.000391	0.000871
0.970303	-0.000205	-0.000555	0.000592
0.970353	-0.000477	-0.000321	0.000575
0.970403	-0.000130	-0.000613	0.000626
0.970453	-0.000031	-0.000581	0.000582
0.970503	-0.000234	-0.001051	0.001076
0.970553	-0.000490	-0.000895	0.001021
0.970603	0.000019	-0.000516	0.000516
0.970653	-0.000101	-0.000718	0.000725
0.970703	0.000152	-0.000599	0.000618
0.970753	-0.000676	-0.000928	0.001148
0.970803	-0.000266	-0.000636	0.000690
0.970853	-0.000023	-0.000272	0.000273
0.970903	0.000019	-0.000482	0.000483
0.970953	-0.000068	-0.000742	0.000745
0.971003	-0.000511	-0.000672	0.000845
0.971053	-0.000520	-0.000551	0.000758
0.971103	0.000958	-0.000544	0.001101
0.971153	-0.000161	-0.000796	0.000812
0.971203	-0.000337	-0.001037	0.001090
0.971253	-0.000331	-0.000653	0.000732
0.971303	-0.000303	-0.000904	0.000953
0.971353	-0.000185	-0.000789	0.000810
0.971403	-0.000570	-0.000711	0.000911
0.971453	-0.000143	-0.000292	0.000326
0.971503	-0.000219	-0.000263	0.000342
0.971553	-0.000488	-0.000580	0.000758
0.971603	-0.000865	-0.000416	0.000960
0.971653	-0.000301	-0.000315	0.000436
0.971703	0.000180	-0.000266	0.000321
0.971753	0.000407	-0.000636	0.000755
0.971803	-0.000226	-0.000122	0.000257
0.971853	0.000144	-0.000769	0.000782
0.971903	-0.000192	-0.000158	0.000249
0.971953	-0.000188	-0.000478	0.000514
0.972003	0.000062	0.000126	0.000141
0.972053	-0.000489	-0.000744	0.000890
0.972103	-0.000153	-0.000724	0.000740
0.972153	0.000197	-0.000293	0.000353
0.972203	-0.000349	0.000178	0.000392
0.972253	-0.000376	-0.000267	0.000461
0.972303	-0.000185	-0.000214	0.000284
0.972353	-0.000162	-0.000255	0.000302
0.972403	-0.000071	-0.000439	0.000444
0.972453	-0.000307	-0.000502	0.000588
0.972503	0.000006	-0.000783	0.000783
0.972553	-0.000853	0.000026	0.000853
0.972603	-0.000148	-0.000465	0.000488
0.972653	-0.000402	-0.000309	0.000507
0.972703	-0.000231	-0.000590	0.000633
0.972753	-0.000036	-0.000426	0.000428
0.972803	-0.000383	-0.000422	0.000570
0.972853	0.000595	-0.000269	0.000653
0.972903	-0.000763	-0.000781	0.001091
0.972953	-0.000203	-0.000810	0.000835
0.973003	-0.000125	-0.000657	0.000668
0.973053	-0.000493	-0.000716	0.000870
0.973103	-0.000005	-0.000693	0.000693
0.973153	0.000015	-0.000425	0.000425
0.973203	-0.000536	-0.000596	0.000802
0.973253	0.000063	-0.000373	0.000378
0.973303	-0.000241	-0.000902	0.000934
0.973353	0.000035	-0.000802	0.000803
0.973403	-0.000238	-0.000804	0.000838
0.973453	-0.000408	0.000002	0.000408
0.973503	0.000218	-0.000210	0.000303
0.973553	-0.000285	-0.000590	0.000656
0.973603	-0.000536	-0.000927	0.001071
0.973653	-0.000130	0.000125	0.000180
0.973703	-0.000320	-0.000252	0.000407
0.973753	-0.000139	-0.000880	0.000891
0.973803	-0.000260	-0.000499	0.000563
0.973853	-0.000423	-0.000314	0.000527
0.973903	-0.000221	-0.000364	0.000426
0.973953	-0.000359	-0.000193	0.000408
0.974003	-0.000160	-0.000519	0.000543
0.974053	-0.000230	-0.000508	0.000557
0.974103	-0.000396	-0.000151	0.000424
0.974153	-0.000575	0.000254	0.000628
0.974203	-0.000051	-0.000708	0.000710
0.974253	-0.000049	-0.000877	0.000879
0.974303	0.000094	-0.000800	0.000806
0.974353	-0.000287	-0.000307	0.000420
0.974403	0.000040	-0.000375	0.000377
0.974453	0.000033	-0.000143	0.000147
